,step,reward,actor_loss,critic_loss,max_q1,min_q1,q1,eval_time,eval_step,time
0,0,21.512061279942934,,,,,,,,
1,10000,21.62213531724628,,,,,,,,
2,20000,21.672325652263574,,,,,,,,
3,30000,218.49057936049,-18.786463,3.311097,28.804428,-0.98785657,17.164772,0.23871374130249023,103.9,0.21467012564341229
4,40000,237.75635048949363,-63.256187,31.447315,94.73808,-6.4922385,58.626728,0.2674734592437744,118.4,0.36587184270222983
5,50000,261.0582179498192,-100.85454,43.504517,141.01509,-13.014643,96.05314,0.3358027935028076,113.5,0.5188566644986471
6,60000,279.53325231656584,-121.642815,33.246284,174.87839,-11.247576,117.438545,0.2676362991333008,109.5,0.6711406032244365
7,70000,266.99210272728726,-137.29813,34.501953,184.67766,-12.8794155,133.2612,0.264650821685791,116.9,0.822288990020752
8,80000,311.1913187550118,-142.32214,47.46532,194.53174,-9.637539,136.3359,0.31264424324035645,128.4,0.9765488028526306
9,90000,317.4464250351151,-146.5173,31.926168,197.99939,1.950672,142.32164,0.32542920112609863,146.7,1.1284731427828472
10,100000,332.897226977378,-150.94992,75.089226,210.20662,-16.919847,144.9833,0.3358304500579834,140.4,1.2812338789304099
11,110000,339.2623411149548,-166.27592,22.52092,224.35803,-19.796707,161.64871,0.36162471771240234,152.5,1.4363736430803935
12,120000,414.3279827225315,-162.25742,45.498806,233.2719,-15.652737,157.2008,0.3696932792663574,157.8,1.5909263730049132
13,130000,408.56071854207823,-160.571,20.388783,246.44911,-21.182652,156.75337,0.3540477752685547,152.8,1.7463362574577332
14,140000,538.1406859865558,-167.24817,37.090233,236.9408,-21.278719,162.40659,0.4049084186553955,176.0,1.9008635878562927
15,150000,494.70692470552933,-164.9792,35.498802,225.36287,-47.91712,162.28352,0.4267861843109131,186.7,2.0561883370081584
16,160000,470.0899731004464,-171.12303,58.45878,224.77405,-4.343333,168.74507,0.3463430404663086,158.4,2.2074673692385356
17,170000,515.0283700889352,-164.25583,24.99283,221.33954,-14.27627,160.87132,0.3959157466888428,170.6,2.361957323551178
18,180000,561.5649480128129,-164.8628,26.013664,213.86354,-47.062466,160.85036,0.4249749183654785,182.3,2.5374470233917235
19,190000,711.690437674403,-164.65427,33.51566,217.77998,-42.027172,160.84897,0.5902225971221924,255.6,2.696406416098277
20,200000,602.1763102087917,-161.2708,20.454657,227.36986,-26.960447,158.09964,0.4559793472290039,195.2,2.8525322477022805
21,210000,725.7728760783908,-176.33261,15.721332,240.88847,-2.1881843,173.46927,0.5649380683898926,248.4,3.0105980674425763
22,220000,1168.167585930018,-170.87524,27.597408,247.37195,-18.205715,167.70987,0.8812761306762695,357.2,3.1763116319974265
23,230000,1306.593336736667,-174.5228,16.428774,248.75798,-7.6199245,171.54117,0.9556748867034912,412.4,3.343850076198578
24,240000,1159.4177721434057,-180.6673,13.553394,252.61673,-5.2710905,178.82321,0.8717098236083984,378.2,3.5094566822052
25,250000,1038.2128718493273,-182.41246,19.948675,252.87712,-8.932732,179.48529,0.7172236442565918,308.9,3.6713035742441815
26,260000,1760.506618447588,-184.88551,11.563327,260.57654,-9.393226,181.75067,1.3140332698822021,540.2,3.8436772346496584
27,270000,1417.5075000563504,-199.23312,57.416542,268.70566,-5.5986185,196.66936,1.042518138885498,453.4,4.012252036730448
28,280000,1963.7365011429326,-198.5696,15.731402,271.94116,-16.60944,195.3112,1.3641853332519531,608.3,4.185281121730805
29,290000,1756.850616149764,-195.59383,46.857025,268.36835,-8.050375,191.62343,1.3510692119598389,586.9,4.358240759372711
30,300000,2779.8601007284315,-204.02725,42.02348,278.08212,9.401684,201.78195,2.1051387786865234,918.6,4.542854936917623
31,310000,3104.956656454051,-207.70044,15.106043,280.70044,1.638069,205.59518,2.3013789653778076,1000.0,4.730365971724193
32,320000,2869.8417573376782,-208.87805,10.845135,277.31372,-7.984308,206.98071,2.286573648452759,1000.0,4.917642100652059
33,330000,3210.398470001326,-211.72787,14.974886,277.25192,-6.377485,208.17752,2.3186843395233154,1000.0,5.107082120577494
34,340000,1426.9848681968429,-217.11697,27.696253,276.6028,-15.934951,215.09543,0.9420449733734131,414.1,5.272013696034749
35,350000,2042.1971850666982,-221.748,124.375435,272.74973,-3.2123232,217.21628,1.518526554107666,631.8,5.4502635796864825
36,360000,2477.415081371217,-223.85101,16.11124,279.86966,-13.19809,220.95018,1.843888759613037,770.6,5.636590651671091
37,370000,2515.388684795088,-216.01532,18.383749,280.10822,5.6667457,214.17831,1.9379324913024902,813.8,5.821636911233266
38,380000,3113.604932072005,-224.29808,45.260574,281.46118,3.7228522,222.26297,2.2735886573791504,1000.0,6.009981409708659
39,390000,2509.3975421652385,-222.31718,14.017525,287.5457,-7.167489,220.06586,1.752303123474121,756.2,6.190270841121674
40,400000,1689.6832249547817,-214.33923,14.727606,289.57925,-2.2487674,212.26093,1.251312017440796,529.5,6.362365611394247
41,410000,3208.0056906653454,-217.5669,13.505862,288.9486,5.856169,215.26732,2.313807487487793,1000.0,6.551455970605215
42,420000,3179.708381236818,-222.43149,26.29205,292.77838,-9.693271,220.17651,2.355717658996582,1000.0,6.739464620749156
43,430000,2920.5169947873915,-228.04863,14.355767,295.8303,10.507981,225.13242,2.1383988857269287,901.8,6.925359618663788
44,440000,2130.137853111056,-227.7174,23.183567,299.0687,-35.036797,224.61703,1.5967144966125488,674.3,7.102696442604065
45,450000,3076.6216542558536,-237.88138,15.911702,297.21207,-3.720845,236.16763,2.2859532833099365,963.3,7.292048458258311
46,460000,3101.7736747197223,-237.21082,12.338394,302.69595,0.9286585,235.76744,2.2851667404174805,973.1,7.4815918127695715
47,470000,3238.1025562879126,-243.3767,11.517414,302.37378,-10.366995,241.16327,2.333144426345825,1000.0,7.669504821300507
48,480000,1910.7861690112156,-234.0574,9.742809,302.05487,2.9710114,232.62039,1.3584566116333008,593.7,7.843127389748891
49,490000,3166.7561840440067,-238.98616,16.288563,304.28986,-8.501103,236.70038,2.280517816543579,1000.0,8.03188950618108
50,500000,2373.0681125912024,-242.30951,29.461918,307.14957,-6.50395,239.04825,1.7176122665405273,735.4,8.211814506848652
51,510000,2239.221531212401,-241.6189,15.01322,304.66635,-7.6229105,239.8502,1.5984339714050293,685.5,8.391574800014496
52,520000,3232.9409689073154,-245.63881,6.9002285,307.53894,-10.800161,243.14348,2.2941691875457764,1000.0,8.579789245128632
53,530000,3272.2945160578415,-239.7136,12.681126,308.13553,-9.853525,237.53409,2.4022984504699707,1000.0,8.77133838335673
54,540000,3246.1623452274503,-250.4614,11.0963545,310.81006,4.2445188,248.48178,2.256492853164673,1000.0,8.958868285020193
55,550000,3269.747731110669,-247.21727,10.672122,310.65247,-1.5850899,245.75256,2.261868476867676,1000.0,9.144930430253346
56,560000,3267.8284916890884,-249.53204,18.907328,312.1328,-0.42293084,248.29398,2.4168083667755127,1000.0,9.335311675071717
57,570000,3246.8412898490337,-249.13008,9.610305,310.11755,-5.7449446,246.96245,2.3002471923828125,1000.0,9.524698845545451
58,580000,3217.383040339518,-259.13806,12.332167,311.74326,15.495273,257.29578,2.2798502445220947,1000.0,9.714160080750784
59,590000,3184.902018844332,-250.68185,15.300795,311.32016,0.697561,248.29813,2.2917392253875732,1000.0,9.901401301225027
60,600000,3284.7227932813958,-258.19232,36.009865,314.4248,4.1782146,256.57715,2.4068493843078613,1000.0,10.092346330483755
61,610000,3295.485566131717,-254.28104,12.901796,314.26575,0.84299356,252.59534,2.312544107437134,1000.0,10.281411810715992
62,620000,3261.7803185688185,-256.67773,9.987844,316.60294,-5.161349,255.40182,2.371978759765625,1000.0,10.471473634243011
63,630000,3288.606269723526,-257.0783,8.893109,315.95337,-4.718601,254.77094,2.271000862121582,1000.0,10.659690042336782
64,640000,3255.2035380828197,-258.88986,20.4366,322.4644,-5.3238487,257.5713,2.2686681747436523,1000.0,10.84598113298416
65,650000,3310.719031032889,-261.83426,104.58969,316.83917,-7.7797933,259.76776,2.29267954826355,1000.0,11.032910744349161
66,660000,3299.4990875142257,-252.42001,9.296133,319.89694,5.8472567,250.15625,2.297232151031494,1000.0,11.220661195119222
67,670000,3343.7451655084683,-263.22522,18.767502,320.96237,1.4800594,260.9104,2.3078558444976807,1000.0,11.408840811252594
68,680000,3288.324394052288,-264.70007,18.18898,320.40475,1.461654,263.6615,2.292872905731201,1000.0,11.595437999566396
69,690000,3355.000665147233,-272.61484,15.852739,324.79083,6.649413,271.22623,2.3028881549835205,1000.0,11.78437937895457
70,700000,3345.6103721142454,-272.0774,15.662023,321.6751,16.710106,270.18884,2.376513957977295,1000.0,11.977025727430979
71,710000,3346.408298872839,-267.03107,65.43554,326.50943,-56.321648,264.9159,2.338683843612671,1000.0,12.170190926392873
72,720000,3302.33597400223,-266.7159,9.222685,326.39203,-4.14021,265.451,2.2871031761169434,1000.0,12.358141307036082
73,730000,3371.8951278445625,-276.47235,8.1587715,326.55392,17.490543,275.50592,2.2667768001556396,1000.0,12.54644535779953
74,740000,3325.5575843929705,-270.11038,102.49635,324.45276,-20.110834,266.87256,2.3168885707855225,1000.0,12.73495299021403
75,750000,3299.3963870752655,-273.98212,18.305689,323.72894,-15.249019,271.86108,2.309537172317505,1000.0,12.92260844707489
76,760000,3339.147030329753,-274.85452,7.4645166,325.52606,-10.10765,273.7376,2.2613139152526855,1000.0,13.111506831645965
77,770000,3330.631789209813,-271.4665,11.0279455,325.51654,3.9888117,270.14484,2.27663254737854,1000.0,13.299294106165569
78,780000,3310.703735830436,-275.82077,10.239929,327.65213,11.580417,274.33182,2.28332257270813,1000.0,13.489049772421518
79,790000,3378.0733870186546,-280.12708,42.038013,325.62482,10.667756,278.14978,2.3312692642211914,1000.0,13.677992570400239
80,800000,3382.123409604482,-274.2652,7.230104,328.8432,8.562713,273.07584,2.316293239593506,1000.0,13.866549026966094
81,810000,3392.289918613329,-282.10767,6.8571043,327.81528,-2.233051,280.862,2.347205638885498,1000.0,14.056733739376067
82,820000,3374.188186914358,-283.23773,11.835313,324.877,-7.4377007,281.05707,2.3553247451782227,1000.0,14.249110805988312
83,830000,3321.0520268095142,-270.92535,12.911991,325.31952,5.2928658,269.22,2.3303985595703125,1000.0,14.441116690635681
84,840000,3327.040088717227,-284.21335,16.556896,325.44046,-3.3670402,283.22482,2.3142549991607666,1000.0,14.631575985749562
85,850000,3371.1979557119435,-278.77704,9.978197,326.1238,-5.5784693,277.3606,2.3445253372192383,1000.0,14.819829519589742
86,860000,3376.828714035014,-277.76816,6.449989,326.7733,-1.9472232,276.839,2.8525702953338623,1000.0,15.017425723870595
87,870000,3368.3066794889974,-270.05948,10.52355,329.7973,-3.5679078,268.0388,2.3174397945404053,1000.0,15.211280949910481
88,880000,3350.4788963800374,-267.71008,8.548633,328.10156,3.5223937,266.41183,2.33819842338562,1000.0,15.402852129936218
89,890000,3362.6820483415977,-276.83008,10.0614605,327.47958,12.6185465,275.77594,2.318995475769043,1000.0,15.595611373583475
90,900000,3371.1254491592335,-277.69733,9.935918,328.28818,-12.473732,275.68573,2.315701484680176,1000.0,15.78604462146759
91,910000,3381.50957679799,-276.65717,6.1590796,327.2477,13.502466,275.54486,2.280465602874756,1000.0,15.9741717338562
92,920000,3351.996624307223,-284.5174,4.3103323,327.32706,5.144884,283.40765,2.315598964691162,1000.0,16.162061202526093
93,930000,3320.2112049826947,-285.51904,218.57367,327.33136,15.388777,283.93738,2.3156471252441406,1000.0,16.35173514286677
94,940000,3382.0246168477192,-283.27966,5.1853714,331.59116,22.731127,281.89526,2.2880935668945312,1000.0,16.539445026715597
95,950000,3343.6784062996376,-282.11957,15.965586,330.05536,-19.33554,279.51965,2.349829912185669,1000.0,16.72936568260193
96,955000,3345.775166249394,-289.18835,8.064617,330.6359,-2.0955172,288.54932,2.2775371074676514,1000.0,16.842327598730723
97,960000,3369.7782848075994,-285.6432,4.5142775,330.53137,-0.05101317,284.91437,2.2862279415130615,1000.0,16.954655734697976
98,965000,3370.7359953371915,-282.05414,12.379096,332.42645,-10.832906,280.6656,2.456599235534668,1000.0,17.072847831249238
99,970000,3372.023970130084,-287.0287,6.5187454,331.161,5.4188356,285.85077,2.495349645614624,1000.0,17.19196226596832
100,975000,3355.749076075351,-284.546,11.685585,331.5136,-8.900293,283.57996,2.4334683418273926,1000.0,17.309923986593883
101,980000,3363.723119312941,-287.40985,6.6626587,333.22156,-1.5086746,286.3147,2.296746253967285,1000.0,17.423392728964487
102,985000,3401.501453743482,-288.6755,6.0664396,333.15076,-0.28671598,287.82486,2.283353090286255,1000.0,17.53619722525279
103,990000,3337.0444596165944,-285.55975,8.464531,332.29333,13.123687,284.4923,2.318964719772339,1000.0,17.65012836853663
104,995000,3374.353752275662,-282.9911,14.3494625,332.9817,-14.811609,281.42984,2.42414927482605,1000.0,17.7682310183843
105,1000000,3369.9386149074826,-287.04614,5.508221,330.87228,6.4582124,285.9073,2.456244707107544,1000.0,17.884636723995207
