,step,reward,actor_loss,critic_loss,max_q1,min_q1,q1,eval_time,eval_step,time
0,0,20.257598824186225,,,,,,,,
1,10000,20.043402305199088,,,,,,,,
2,20000,20.24616707233323,,,,,,,,
3,30000,174.70129139559532,-19.116848,6.3338013,30.889008,-4.1598964,16.841206,0.19490456581115723,87.3,0.21359864870707193
4,40000,323.32532190962127,-73.867,23.042622,133.02599,-3.1732922,70.3375,0.35673093795776367,146.1,0.3644173781077067
5,50000,283.10407831514397,-118.61335,89.91206,177.70654,-25.711302,113.392845,0.30034685134887695,131.8,0.5174202680587768
6,60000,298.17223224069477,-149.57092,53.938766,207.70813,-33.198193,143.51381,0.28678321838378906,127.8,0.6692332188288371
7,70000,246.16072978458823,-155.88257,128.82886,221.87991,-6.9233274,148.40166,0.260469913482666,108.7,0.8232656121253967
8,80000,319.1552624811947,-155.07053,31.89837,216.08644,-1.4505949,150.60718,0.31789493560791016,136.5,0.9773126403490703
9,90000,354.91116826406216,-143.5313,16.545458,201.34097,-6.9508595,139.59813,0.4324934482574463,183.3,1.1324629545211793
10,100000,336.18933965103645,-153.62997,49.693336,199.1009,-1.354116,150.0586,0.3557610511779785,152.0,1.2864099224408467
11,110000,371.454207360801,-143.6066,11.228389,189.93452,2.298889,141.52039,0.4568948745727539,192.9,1.4422476331392924
12,120000,295.34937769136286,-141.01326,90.75435,180.94786,-3.2460082,137.2477,0.32896900177001953,131.2,1.5975404143333436
13,130000,429.76088364355076,-138.81088,38.903954,179.85966,-0.40676096,135.52768,0.3651576042175293,156.2,1.7552961826324462
14,140000,531.643107456144,-135.68889,13.551638,176.179,-1.7682531,133.51367,0.42726564407348633,188.3,1.9121031085650126
15,150000,144.79920179745864,-136.69775,20.433237,183.21315,-11.541455,133.6094,0.14290761947631836,62.3,2.0631364782651267
16,160000,571.3714480751327,-147.20723,94.216194,199.57942,-35.015083,141.93243,0.4458625316619873,187.8,2.221480862299601
17,170000,566.0573048647688,-157.30743,27.585379,212.73906,0.71037704,154.97488,0.4289267063140869,185.2,2.3765357096989947
18,180000,795.641054488606,-168.70224,236.67076,217.29716,6.1807556,165.98193,0.5752606391906738,248.0,2.5354695280392963
19,190000,1077.7602317497654,-162.6575,25.375473,252.09348,-18.722843,158.83301,0.8364815711975098,364.3,2.699585231145223
