,step,reward,actor_loss,critic_loss,max_q1,min_q1,q1,eval_time,eval_step,time
0,0,-7.841833062565603,,,,,,,,
1,10000,-7.792069220827564,,,,,,,,
2,20000,-7.866085975342924,,,,,,,,
3,30000,-33.65478369329135,-20.395733,4.9196453,24.912727,-3.8164434,17.36986,0.1903519630432129,79.2,0.25444690386454266
4,40000,193.8844178448048,-47.478355,9.495747,63.41357,-5.1063733,43.99005,0.3045005798339844,129.7,0.4089779853820801
5,50000,174.33006240347515,-70.04966,23.367039,87.10142,-56.284447,66.80693,0.3736729621887207,160.1,0.5648200750350952
6,60000,662.5017404703281,-78.480774,26.230644,103.18067,-10.309374,74.089005,1.3945896625518799,551.3,0.7436520139376323
7,70000,274.74060367635127,-87.65831,26.33556,120.50675,0.08247167,83.855156,0.4073905944824219,165.2,0.9044052561124166
8,80000,315.06721940904424,-94.25438,22.2142,123.0295,-12.092445,91.47662,0.5166027545928955,210.5,1.0666147311528524
9,90000,259.57627539181675,-99.4572,32.986786,135.09622,-10.765257,95.05467,0.33179759979248047,132.8,1.225620440642039
10,100000,322.6421242442268,-101.081924,19.208424,135.74335,-9.107202,97.89416,0.4472174644470215,173.0,1.3928580005963644
11,110000,348.82147567560844,-102.45944,29.300549,133.90402,-5.9007487,99.730255,0.4581797122955322,196.0,1.5565284967422486
12,120000,326.22640760337566,-102.028404,17.762398,136.45102,-12.268889,98.97457,0.40758657455444336,173.6,1.7147471110026042
13,130000,200.40852538803045,-102.44426,19.95841,136.20732,-5.7964787,100.164,0.2588624954223633,109.0,1.8700479984283447
14,140000,630.968521028642,-101.00574,29.35274,138.61038,-18.05639,97.83488,0.7852602005004883,338.0,2.0336570580800375
15,150000,437.2476566399042,-103.89554,29.157757,165.20386,0.13251275,101.51169,0.5339539051055908,227.0,2.192370327313741
16,160000,499.498065775989,-105.623505,30.979206,163.19417,-6.700103,102.74368,0.5878098011016846,240.8,2.3554083546002706
17,170000,405.3725301366725,-107.29783,27.265661,161.50298,-23.352255,104.65507,0.5083725452423096,215.0,2.5174296696980796
18,180000,321.6248591648359,-106.27014,27.484928,161.57332,-9.833492,102.32159,0.39672279357910156,164.3,2.6777700821558637
19,190000,579.9177640431147,-109.8743,26.600147,164.36836,0.6219727,108.23552,0.7850742340087891,328.8,2.8414334456125894
20,200000,604.6976552390913,-109.57069,30.629877,162.3754,-18.474354,107.29446,1.1307895183563232,471.2,3.0114758372306825
21,210000,1085.5502176260543,-106.58691,40.288727,173.88873,-10.761156,104.35085,1.569105863571167,629.5,3.1919453223546346
22,220000,816.2367114789974,-115.537926,29.867579,177.84613,-11.780574,113.812386,0.9838676452636719,411.2,3.3617643753687543
23,230000,629.3881193491652,-117.99223,27.775942,188.11485,-14.073833,116.36713,0.859966516494751,356.3,3.529228381315867
24,240000,1232.3645535934306,-119.12773,39.630714,194.77388,-13.453895,116.600716,1.4871110916137695,622.7,3.7066781242688496
25,250000,737.3566659460412,-119.81422,29.577358,197.4986,-8.641199,117.07687,0.6629550457000732,284.7,3.8705540100733438
26,260000,573.725934044958,-125.89705,26.11108,215.94023,-15.658856,123.30193,0.6518080234527588,272.6,4.033430194854736
