,step,reward,actor_loss,critic_loss,max_q1,min_q1,q1,eval_time,eval_step,time
0,0,-1.939770940758341,,,,,,,,
1,10000,-1.9646619937762935,,,,,,,,
2,20000,-1.9710053701715124,,,,,,,,
3,30000,346.19734622596894,-14.85266,3.832608,27.424986,-6.5429673,12.577757,0.5372145175933838,230.7,0.22446872393290201
4,40000,370.52389429469724,-46.72647,20.368048,69.39065,-10.026212,43.26198,1.0002036094665527,435.9,0.3889314572016398
5,50000,148.2210242431129,-64.6817,26.750128,87.92707,-23.807676,61.60814,0.24166011810302734,98.6,0.5656865080197652
6,60000,229.17880743158497,-80.334435,34.99527,142.11926,-19.742931,76.32495,0.4429051876068115,179.5,0.7259550333023072
7,70000,254.98865764013757,-89.896675,33.185154,128.8236,-41.317543,86.43883,0.5157239437103271,214.6,0.8847385843594869
8,80000,409.794330865555,-98.53023,36.85095,131.71744,-43.48673,94.725,0.5614659786224365,226.4,1.0460324048995973
9,90000,356.78726159201744,-103.78633,41.622154,131.8398,-9.581152,99.93281,0.4085996150970459,167.4,1.2068418701489767
10,100000,211.56966276957542,-103.52722,44.21431,141.14053,-15.973405,98.828995,0.27209973335266113,110.7,1.363864247004191
11,110000,530.9008194314448,-108.50183,53.13703,139.58244,-32.87303,104.88748,0.617926836013794,258.1,1.5247884790102642
12,120000,555.4874207642576,-108.55713,42.936623,148.71956,-35.216324,105.1591,0.9455716609954834,393.5,1.6944170912106833
13,130000,916.9162897820888,-105.630486,40.65525,141.40918,-21.015783,102.270096,1.0181777477264404,425.0,1.8626673301060994
14,140000,1376.6715517360153,-115.19535,30.431616,161.52475,-10.208794,112.62641,1.412886381149292,587.1,2.0374141534169516
15,150000,540.133433672325,-115.58775,36.51024,171.2713,-19.131886,112.56116,0.5887610912322998,250.5,2.1992634177207946
16,160000,1471.4392181774908,-118.74907,37.52131,170.6314,-1.8836149,115.27751,1.2613229751586914,514.1,2.3726975162823996
17,170000,882.8340024535304,-122.79778,57.420708,182.85617,-10.352889,119.052574,0.9596672058105469,389.3,2.544573064645131
18,180000,1532.980440175256,-127.86837,34.744217,192.6772,-33.829857,125.13934,1.4197208881378174,584.4,2.72444429397583
19,190000,618.1278789917981,-132.67218,48.166832,206.79778,-18.872295,128.8846,0.6551010608673096,277.5,2.8896244128545123
20,200000,1170.8667373075539,-139.09554,42.90647,211.1233,-17.903856,135.23044,1.0474398136138916,441.4,3.05810676018397
21,210000,1623.4217691076592,-144.1055,51.580765,223.85648,-10.248658,141.32281,1.251011610031128,514.3,3.2322471261024477
22,220000,1433.4318740863023,-152.532,53.761265,237.42586,-3.832756,148.82904,1.1326401233673096,477.1,3.4027278224627175
23,230000,1546.7634716285656,-148.7991,51.717247,238.21042,-15.967613,145.57123,1.2514607906341553,510.8,3.5764832139015197
24,240000,2657.981911110374,-158.24591,64.649704,245.49039,-15.962272,154.69748,2.1551759243011475,913.6,3.7653892636299133
25,250000,2818.6755782345513,-164.2624,44.846054,255.1614,-28.67541,161.76953,2.151160478591919,908.8,3.955281114578247
26,260000,926.2578085636957,-164.88593,53.242546,253.68567,-0.6530821,161.67886,0.742401123046875,319.1,4.120366279284159
27,270000,1861.2501778346154,-179.10461,52.549553,277.1505,-9.390198,174.32617,1.3497440814971924,581.2,4.295322557290395
28,280000,1893.1533334171568,-184.21652,55.422356,281.04816,-4.310755,181.93924,1.449754238128662,601.9,4.471034053961436
29,290000,2046.136876438414,-182.9623,47.089745,279.96463,-17.915129,179.14177,1.6258058547973633,678.7,4.6505253990491235
30,300000,1496.5343629722502,-188.92867,65.1124,294.93808,-10.541256,185.53818,1.1040585041046143,468.4,4.823368302981058
31,310000,2105.782769355746,-193.45778,59.843117,298.8565,-9.329192,190.0888,1.6363530158996582,691.4,5.004022475083669
32,320000,1447.0115165710893,-188.34349,47.535892,296.31168,-23.202341,185.12827,1.0574710369110107,447.3,5.174422530333201
33,330000,1979.6296244353084,-198.63692,67.326904,297.69983,-44.50884,194.47932,1.4944441318511963,632.5,5.352851104736328
34,340000,3059.882775692163,-200.93826,67.92291,290.44998,-32.68823,197.20303,2.338484764099121,949.6,5.545969553788503
35,350000,2924.435983109194,-201.9195,94.261055,303.58298,-39.038494,198.0938,2.169663906097412,908.5,5.740547454357147
36,360000,3319.5337934965573,-208.2389,86.413124,302.481,-4.3613663,204.3168,2.3637290000915527,1000.0,5.932472328344981
37,370000,2891.570034219586,-208.89905,64.72395,315.30194,-73.02349,204.43864,2.0098721981048584,848.3,6.118323942025502
38,380000,1571.2791045091976,-216.12482,52.037918,307.6585,-5.7280197,213.39662,1.1695950031280518,489.3,6.291343255837758
39,390000,2477.6639545666385,-217.47728,55.992188,314.23544,-30.897423,214.49185,1.8129074573516846,746.5,6.475499204794565
40,400000,2305.4034899375383,-225.93466,52.949898,318.2519,-6.603141,223.19359,1.750459909439087,728.6,6.658857901891072
41,410000,2764.8846574507725,-231.11882,46.505753,314.0116,-28.431196,228.47313,1.9868857860565186,823.1,6.84744865099589
42,420000,3494.980922769766,-229.88605,55.911526,320.84494,5.1200953,227.02371,2.4057776927948,1000.0,7.041188983122508
43,430000,3703.458001426633,-226.5688,73.47287,315.82935,-47.516075,223.19801,2.42344069480896,1000.0,7.235501225789388
44,440000,3455.673594105473,-231.71716,57.617332,323.69748,-17.438288,228.46388,2.3875229358673096,1000.0,7.430513608455658
45,450000,3323.4235410765687,-231.88216,53.516365,323.08398,4.057112,228.44464,2.3274614810943604,945.5,7.623772120475769
46,460000,3247.916197637377,-231.50725,55.988937,327.0979,-63.62573,228.25244,2.1790435314178467,911.2,7.812903193632762
47,470000,3484.4935769462063,-241.2768,54.878006,327.3754,-6.2756515,237.11221,2.371894359588623,1000.0,8.007110504309336
48,480000,3480.8747732264337,-240.39807,67.00552,329.33994,-24.612514,237.05234,2.3531980514526367,1000.0,8.198738928635915
49,490000,3592.6030629156257,-243.99823,59.80976,328.0412,-39.193542,240.8299,2.414632558822632,1000.0,8.390555135409038
50,500000,3576.2566240887704,-247.78256,77.92472,329.87012,-30.127651,244.83388,2.401571273803711,1000.0,8.582353023687999
51,510000,3600.4136707388643,-250.84799,63.002003,330.06506,-0.45616984,247.93784,2.3967933654785156,1000.0,8.778015315532684
52,520000,3698.293848817318,-247.01355,53.199112,335.49634,-34.622375,243.76007,2.4413342475891113,1000.0,8.973209456602733
53,530000,3602.088169314617,-255.80348,38.539318,334.04233,-25.616152,253.84209,2.3211829662323,1000.0,9.163180275758107
54,540000,3545.541470346064,-249.47688,81.44508,337.9782,3.222221,246.755,2.4723057746887207,1000.0,9.36155237754186
55,550000,3694.352570718592,-253.75229,56.164837,337.76227,-9.534008,250.92923,2.476944923400879,1000.0,9.558141620953878
