,step,reward,actor_loss,alpha,alpha_loss,critic_loss,logp,next_q,q1,sampled_q,target_q,eval_time,eval_step,time
0,0,83.68427819536844,,,,,,,,,,,,
1,10000,73.10724947193268,,,,,,,,,,,,
2,20000,103.34874232479126,-90.96053,0.10338159,0.7997118,7.2606626,-1.7355334,91.08931,90.49133,90.781105,90.310104,4.952017545700073,1000.0,0.605530337492625
3,30000,103.6080354003559,-71.32528,0.022838261,0.00728944,2.2989955,5.6808233,71.83292,71.28108,71.45502,71.235664,4.8953142166137695,1000.0,0.9135249773661296
4,40000,108.71716670721835,-51.038437,0.008505522,0.00019064569,0.63253224,5.977586,51.48848,51.11648,51.08928,51.10578,4.996767997741699,1000.0,1.224549392859141
5,50000,60.43662767157211,-34.62123,0.0039311205,-0.0006217535,0.23189263,6.158162,34.931263,34.619965,34.64544,34.695618,4.961144208908081,1000.0,1.5367644786834718
6,60000,32.54599797085358,-22.797413,0.0021968037,0.00082737755,0.10506694,5.623372,23.0029,22.799541,22.809765,22.856712,5.167161464691162,1000.0,1.8541230758031209
7,70000,59.977957701481635,-20.178278,0.001232678,-0.0008389737,0.08572386,6.680611,20.309189,20.171127,20.186512,20.212038,4.978701114654541,1000.0,2.1708009203275043
8,80000,60.07858176414844,-17.265533,0.0007532459,-0.00038570282,0.09030187,6.5120544,17.325672,17.226292,17.27044,17.260647,4.975971937179565,1000.0,2.485593008995056
9,90000,58.63824340778983,-12.670246,0.0006208723,0.0011157768,0.046515815,4.2028885,12.639797,12.653138,12.672856,12.596539,5.265715599060059,1000.0,2.8030444661776226
10,100000,73.11258078013128,-15.956885,0.0006103574,-0.002279071,0.13087812,9.733994,15.950871,15.944317,15.962826,15.913786,5.00634241104126,1000.0,3.11653821070989
11,110000,124.21199249725036,-15.365718,0.00060468796,-0.0009114291,0.09786467,7.507272,15.382492,15.399521,15.370256,15.353317,4.960414409637451,1000.0,3.425584638118744
12,120000,32.56872614991874,-12.925973,0.0010114475,0.0030131722,0.10897519,3.020931,12.944492,13.005375,12.929028,12.924116,5.062761068344116,1000.0,3.7387662808100384
13,130000,137.29937142193003,-9.994436,0.0009661707,0.00070797617,0.058392752,5.267235,10.000048,9.95183,9.999525,9.986469,4.906692743301392,1000.0,4.047013978163402
14,140000,182.612861094709,-13.235605,0.0012806482,-0.0019893772,0.20707493,7.5534143,13.315141,13.209972,13.245278,13.29381,5.0931196212768555,1000.0,4.364550737539927
15,150000,81.31846365286157,-10.376097,0.0012405236,0.0025760902,0.2397058,3.9233847,10.409046,10.295031,10.380964,10.39242,4.8275134563446045,1000.0,4.672978723049164
16,160000,117.6079898419215,-11.207708,0.0017384149,0.0007053772,0.32947856,5.594241,11.126645,11.198621,11.217434,11.105874,4.929122686386108,1000.0,4.984628335634867
17,170000,265.6482568092059,-15.016739,0.003021533,-0.002876,0.53613687,6.9518347,14.955716,14.958557,15.0377445,14.92416,5.009056568145752,1000.0,5.300423761208852
18,180000,102.85646846582543,-11.36292,0.0016468259,-0.0025747153,0.45819497,7.5634418,11.335176,11.302635,11.375376,11.307148,4.874310493469238,1000.0,5.610964818795522
19,190000,270.88030529842115,-11.706263,0.0018092478,0.0005678926,0.41126117,5.6861167,11.804787,11.709295,11.71655,11.777155,4.816614389419556,1000.0,5.916308454672495
20,200000,200.62748348602523,-19.414684,0.0046502897,0.0066634184,0.37413347,4.5670958,19.341282,19.267616,19.43592,19.297573,4.933048963546753,1000.0,6.229350368181865
21,210000,438.35455262388984,-21.394087,0.0045259525,0.003441346,0.43540144,5.2396417,21.479397,21.383553,21.4178,21.435638,4.887739181518555,1000.0,6.536652851104736
22,220000,435.4057951050804,-24.31822,0.0063277697,0.003753867,0.4305535,5.406763,24.243397,24.117153,24.352434,24.178051,5.13394570350647,1000.0,6.850692037741343
23,230000,439.02699996381506,-22.569904,0.0046270736,0.005334077,0.23245014,4.847203,22.595585,22.442345,22.592335,22.517048,4.999011993408203,1000.0,7.164772915840149
24,240000,458.30563793721694,-25.081215,0.0038537143,0.0046568783,0.2503744,4.791587,25.099283,25.001991,25.099682,25.022316,5.267156600952148,1000.0,7.481079665819804
25,250000,476.3219864744152,-27.161758,0.004413334,0.0045971936,0.23240703,4.95834,27.11219,27.055649,27.18364,27.029484,5.000258207321167,1000.0,7.798982663949331
26,260000,481.3865483959371,-27.801674,0.0040077143,0.0029538432,0.26974076,5.2629604,27.834032,27.702156,27.82277,27.73733,5.005816221237183,1000.0,8.118020522594453
27,270000,477.98130530194584,-29.159132,0.0036625771,0.0018104925,0.15055776,5.505678,29.224144,29.034296,29.179296,29.117199,4.939039945602417,1000.0,8.43262385527293
28,280000,464.61994060991964,-30.1004,0.0048428397,-0.00691348,0.45027438,7.4275675,29.988453,29.921345,30.136372,29.876646,4.942410945892334,1000.0,8.743574464321137
29,290000,507.63389519110217,-32.74801,0.0039377115,0.0018575714,0.21078312,5.528261,32.740635,32.613518,32.76977,32.6475,4.968843936920166,1000.0,9.062965003649394
30,300000,511.76811135784493,-34.34381,0.004311579,-0.0028407453,0.19905362,6.658864,34.328533,34.204536,34.37252,34.22477,5.0114240646362305,1000.0,9.378082978725434
31,310000,556.1874262136344,-34.25437,0.0040362845,-0.0035296748,0.30990854,6.874486,34.264305,34.123703,34.28212,34.153297,5.028356313705444,1000.0,9.69079118569692
32,320000,544.4327962575305,-34.88975,0.0041450406,0.0019762064,0.2730756,5.5232363,34.973797,34.86611,34.912643,34.86556,4.852291107177734,1000.0,9.998869518438974
33,330000,565.018420390083,-39.094368,0.003939681,0.003951785,0.15321818,4.996928,39.128548,39.035503,39.114056,39.035297,5.084604978561401,1000.0,10.314985044797261
34,340000,559.1990825851016,-38.580814,0.003991159,0.0027307824,0.19635265,5.315792,38.619465,38.463078,38.602028,38.516006,5.048305511474609,1000.0,10.630931361516316
35,350000,558.4120281763079,-38.588036,0.0043746023,-0.0006085818,0.25727835,6.1391172,38.601723,38.53002,38.614887,38.48617,5.005221366882324,1000.0,10.943095699946086
36,360000,562.4262173414729,-41.00973,0.004189827,0.00358039,0.16404039,5.1454563,41.07463,40.93948,41.03129,40.970734,4.964922666549683,1000.0,11.258410974343617
37,370000,581.2442271877333,-41.74067,0.0048933174,-0.004033411,0.25358915,6.8242693,41.74643,41.64701,41.774063,41.64335,4.934520959854126,1000.0,11.568865938981373
38,380000,588.9299623150908,-42.918274,0.0044479226,0.0064293,0.37000018,4.5545387,42.921104,42.832844,42.93853,42.821198,5.155098915100098,1000.0,11.884064670403799
39,390000,605.2425728463638,-43.59005,0.004287871,0.002226743,0.21974471,5.480688,43.61655,43.556072,43.61355,43.50997,5.02971339225769,1000.0,12.198422849178314
40,400000,599.6731191497358,-43.13049,0.0049949526,-0.0015073912,0.37706733,6.3017826,43.190372,43.01501,43.161964,43.08555,4.823530197143555,1000.0,12.510950144131979
41,410000,632.783844290157,-42.92207,0.0046388023,-0.0018417404,0.20701885,6.397029,42.918293,42.86036,42.951744,42.803658,4.925747871398926,1000.0,12.827562260627747
42,420000,623.0632414481757,-46.461456,0.0049540475,0.0018296943,0.259719,5.6306667,46.509926,46.4099,46.48935,46.414955,4.968865156173706,1000.0,13.142811191082
