,step,reward,critic_loss,q1,q2,time
139,695000,1692.4762035923807,1.4893005,78.61603,78.54599,41.7991147240003
140,700000,1628.9156806735218,1.4975758,79.368484,79.46987,42.19877670208613
141,705000,1679.397187793497,1.6629293,80.392334,80.29538,42.59093999465306
142,710000,1734.8621102547174,2.1808348,81.37782,81.29871,42.98747843503952
143,715000,1733.4397817336333,1.212019,82.43549,82.462166,43.390967190265656
144,720000,1748.3965058876813,1.7328354,83.08255,83.078445,43.78766114711762
145,725000,1765.5202022244164,1.6688205,84.16725,84.15318,44.18406639496485
146,730000,1743.2018304689318,2.265417,83.66222,83.64293,44.58127723534902
147,735000,1752.1483468864267,1.3627326,86.37815,86.43359,44.981625187397
148,740000,1792.3419736635315,2.059238,87.09199,87.04482,45.37816820939382
149,745000,1868.6872655877232,2.8808193,87.188995,87.171875,45.77637153069178
150,750000,1800.4535829132178,1.8467338,88.02962,88.04737,46.16674788792928
151,755000,1860.420457149839,2.6549115,88.170876,88.27121,46.55458202759425
152,760000,1852.0723199099746,1.2073364,89.83565,89.818924,46.95751434167226
153,765000,1857.4751280276796,2.3447342,90.95633,90.948364,47.35505049228668
154,770000,1855.5800180895137,2.414103,92.421875,92.36897,47.74737281401952
155,775000,1751.8182993550424,2.8297303,93.36885,93.375496,48.127976751327516
156,780000,1903.3293934992805,2.3198848,93.24017,93.2286,48.52570045789083
157,785000,1903.0533565114752,1.6803012,96.931465,96.9767,48.916808021068576
158,790000,1869.7669455174923,2.4923186,95.81965,95.86221,49.31003528038661
159,795000,1919.5246559346426,1.6588008,95.28548,95.22244,49.70462820529938
160,800000,1935.5955239450382,1.8458296,100.478584,100.468765,50.087727864583336
161,805000,1971.2395523785592,1.8994691,99.92118,99.901474,50.48394025961558
162,810000,1966.3057592222617,3.0442543,98.96598,99.03491,50.87201466957728
163,815000,2007.1601988282287,2.4004397,101.68085,101.70183,51.27126372655233
164,820000,1969.4805563551442,2.052654,103.23697,103.14973,51.65465773741404
165,825000,2062.240424083808,3.096229,101.11296,101.13246,52.0586119890213
166,830000,1991.266278509235,2.6286407,100.8409,100.83472,52.44897916316986
167,835000,2037.4169356740117,2.81665,104.52205,104.35364,52.84191522598267
168,840000,1992.8383988549554,2.9110756,102.17754,102.186646,53.10676562786102
169,845000,1988.722540800729,3.34866,103.98804,104.0512,53.3729482293129
170,850000,2040.8417673122992,3.1698804,105.62058,105.581345,53.63889031410217
171,855000,2084.3901317329623,2.2490249,106.21802,106.32506,53.90483204921087
172,860000,2058.8883173282275,2.671049,106.21916,106.2067,54.165923698743185
173,865000,2009.0606140348693,2.9266908,109.39409,109.71268,54.42597688039144
174,870000,2100.76698437174,2.881445,108.32798,108.41101,54.68377656539281
175,875000,2049.044361212578,3.81474,104.798134,104.775986,54.94022251367569
176,880000,2034.3688371016276,1.9387624,111.41238,111.3318,55.20322822332382
177,885000,2123.9180644070066,3.1154437,112.50693,112.47357,55.47577352523804
178,890000,2147.3308672261333,2.755284,113.331985,113.33449,55.74038810332616
179,895000,2097.741147804441,3.4596806,115.54942,115.50807,55.9930762608846
180,900000,2114.609618605488,3.8864846,113.1138,112.90171,56.36156451702118
181,905000,2097.0523351389766,4.8564043,117.2358,117.137,56.73376517693202
182,910000,2095.667779593591,2.2501802,117.33505,117.3713,57.091319195429485
183,915000,2136.446961485142,3.8290322,117.75427,117.79876,57.36255888144175
184,920000,2064.068709718388,2.9918573,117.05529,116.97147,57.627216597398125
185,925000,2153.708945925888,3.399737,115.14464,115.00021,57.89129119316737
186,930000,2142.564300237482,4.4046583,117.74043,117.681595,58.16086560885112
187,935000,2081.728868958392,4.073128,122.097084,122.1155,58.432497680187225
188,940000,2189.5270728793284,4.1274886,123.16623,123.21175,58.69534241358439
189,945000,2207.240132432774,3.2153702,122.18091,122.2558,58.96234882672628
190,950000,2142.7808484320694,3.6290016,123.18955,123.136635,59.226674445470174
191,955000,2194.2482747805725,3.1099997,124.494064,124.51242,59.491062847773236
192,960000,2186.8151313951125,4.4940763,124.30909,124.414505,59.758256153265634
193,965000,2213.415068915173,4.3371735,123.95026,124.0233,60.029070631663004
194,970000,2216.0902498409164,2.7850513,126.53469,126.464096,60.29636473655701
195,975000,2292.341024433,3.7316155,127.95918,128.05475,60.553286055723824
196,980000,2271.114346901614,2.093523,127.69213,127.591034,60.825245424111685
197,985000,2283.4956391716846,2.8135586,127.37326,127.514145,61.09347962141037
198,990000,2069.538925068034,3.213791,130.75652,130.66202,61.3651333173116
199,995000,2275.416070694812,2.9299722,131.09625,131.22783,61.63603438536326
200,1000000,2229.470760816183,2.8558311,131.9833,131.97496,61.90851505200068
